"person_id","loan_id","cb_id","person_age","person_income","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length"
"38SLlzEf-P3H4",Pxu7nX0w-TYPc,"13gukGQU-sriD",36,250000,Rent,2.0,Debtconsolidation,A,20000,7.88,0,0.08,N,17
CxNjHw5G-X0no,"1SIxRjbc-yyO0",sWQyRvmM-11kK,33,33504,Rent,4.0,Debtconsolidation,B,9600,10.99,0,0.29,N,8
"1tG7Gs3v-eRSj",kFk8kl0J-t6wS,roI8FpUJ-AH7T,23,115000,Rent,2.0,Education,A,35000,7.9,0,0.3,N,4
"5aBlz34N-Dqfi",zhC2r4pO-jDsD,GI0rEeZE-2mrS,23,69000,Rent,6.0,Debtconsolidation,B,10150,11.99,0,0.15,N,3
s1EOzsvT-R9Js,jg7KOifU-2ByL,yTa1jCtd-jUTH,31,50000,Rent,8.0,Debtconsolidation,A,6500,9.38,0,0.13,N,5
qzZIy5gb-DApY,QptK4y7i-Itqa,TXHz52uI-GeWF,23,45000,Mortgage,4.0,Education,C,8650,14.27,0,0.19,N,2
"2fvqKIJe-gz89",i9Iyedqt-whow,JyYHP4mR-kM52,23,43200,Rent,2.0,Education,D,9100,13.24,1,0.21,N,3
xYZ6Nn8L-zw6z,wfaS4ut5-3aaE,riKrZkIn-CJcj,27,20004,Rent,0.0,Venture,B,1500,12.69,0,0.07,N,9
"0n07Qf8N-rYpu",LQ4qWtQm-7hLM,A6lnZ3et-4G3H,35,44000,Rent,3.0,Personal,C,16000,13.99,1,0.36,Y,8
nHnoZKsC-GTAw,ezDNuIwh-GULA,mv9zGWLX-YsHq,29,85200,Mortgage,5.0,Medical,C,8900,11.02,0,0.1,Y,6
"7Hebe0uT-Ayhb",FK0vQcI8-BLvp,p7fSvXfG-ejlm,24,60000,Mortgage,5.0,Venture,A,14000,7.51,0,0.23,N,4
AvpTszGk-1vYC,plNBxEEQ-stuZ,y1WRN4cZ-ADOT,26,94500,Rent,6.0,Homeimprovement,B,14400,10.37,0,0.15,N,3
ixMvsQid-Ttti,"9Iwv3zn1-MFUz",ZfRc1GGt-pC2R,34,50000,Rent,1.0,Education,C,2400,13.49,0,0.05,Y,9
X1c2Md2v-fNvg,sgGAxjy3-9NPq,bxH3GgJ6-SqKU,30,36000,Mortgage,7.0,Debtconsolidation,B,15000,11.83,0,0.42,N,10
eXqSH57A-Q3PL,OR3ufxmu-2LN3,OuaSDxZE-7aOs,30,84000,Mortgage,13.0,Homeimprovement,B,12000,11.11,0,0.14,N,9
LI08kf27-DLzY,kcO0psln-82c0,"71lzPJR0-8DnB",23,140000,Mortgage,0.0,Education,A,3500,5.79,0,0.03,N,3
zUG4GZcp-F9OG,Asv0pXoM-xHO0,flowDJIE-0Xhc,31,80000,Rent,3.0,Venture,A,10000,7.66,0,0.13,N,7
Q0AYMQe9-eIp0,TTGKON9M-Jh7T,joOvsgBW-QCLl,24,72000,Mortgage,4.0,Medical,B,5000,9.25,0,0.07,N,2
liDzTqAo-n8qO,CClD4Zgy-Nfhb,fZluGRNI-c4Cm,25,54400,Rent,10.0,Medical,E,18000,16.0,1,0.28,Y,2
mjHrq30e-2Oau,wGLGhPGt-dJbu,YdWmuKyf-PRxS,26,60000,Mortgage,10.0,Education,A,7875,7.66,0,0.13,N,3
"3dmRks0p-RHBk",ene5DRhN-rQTH,QyypO8WY-nute,37,26000,Own,2.0,Medical,"",8400,5.99,0,0.323076923,N,3
CguHHeQW-I9rX,"3cxwkHNw-nQ9D",NBZ9bgqn-A8D6,23,120000,Mortgage,7.0,Debtconsolidation,A,4900,7.14,0,0.04,N,4
B1X4yyxw-p28m,BqNifJpS-ukQ4,onYjyed7-xvA9,28,68004,Rent,1.0,Personal,C,15000,13.16,0,0.22,Y,7
"90eJuAii-9wIP",t0T2tM9w-g2qD,N7OFRnCF-ML1e,26,50000,Rent,10.0,Venture,A,1300,6.99,0,0.03,N,3
qGznb1vl-bFMA,G6r3GG8S-Y3Az,rCNWrfng-vOzz,24,24000,Rent,3.0,Venture,B,10000,8.7,1,0.42,N,2
iej04IFf-jobF,LgulRQlY-cpEc,Hxvcnfqr-qnSH,32,110000,Mortgage,5.0,Education,B,10000,10.99,0,0.09,N,9
qGKFcGev-4GlS,pwm0qc4o-gNmi,Jvr4WRTm-odoA,31,100000,"",1.0,Venture,A,14400,12.69,0,0.36,"",3
FDlrLmsS-fjpe,Ig7veHy0-qNST,bjF1cKZ9-DLLA,32,39000,Mortgage,4.0,Venture,A,16700,7.51,0,0.43,N,8
bA7y6xQP-ye8U,"0K7as7jo-ENAL",irbrbdsk-rCwq,34,39000,Rent,0.0,Homeimprovement,C,22400,11.02,1,0.57,Y,9
F4pqt5bQ-WQjN,jbcd3wkQ-gM7v,AMqymBRu-Q9RB,30,26400,Mortgage,4.0,Medical,A,5000,7.14,0,0.19,N,6
pJhQ5LJv-lcoC,muA9s42v-EMwR,Wufya48C-agSh,21,57000,Own,5.0,Venture,B,8000,10.65,0,0.14,N,2
OhIbdoyp-jCrh,"2ptur1sI-vmNj",SnsreCl7-KcOd,30,14400,Own,0.0,Homeimprovement,D,9250,14.96,1,0.64,N,10
XhnN6EUD-pLkY,AXlvzaNu-K8gO,h76TXFcN-zFPz,23,85000,Mortgage,3.0,Education,B,15000,10.0,0,0.18,N,2
jfX1NA2R-Et39,vjqdCaXp-9etn,WfJBfSbA-YAZI,24,35000,Mortgage,2.0,Education,B,8000,11.86,0,0.23,N,3
pnn1lHSB-3khY,"5D5LOatQ-28QQ",GLqKCHon-t8R5,25,32004,Mortgage,4.79,Medical,A,7200,5.42,0,0.22,N,4
YHeNYKYc-CxLa,dHvvYp8h-8e67,bFDe1H9r-dQk2,24,82000,Mortgage,1.0,Education,"",1000,13.99,1,0.02,"",27
eFrTUHKU-zfjg,AdYucAk4-9zn8,xtadhsuC-B8OM,38,30132,Rent,4.79,Education,C,3000,13.85,1,0.1,N,14
uKxcZzpc-O799,KfOkX2XK-jdSl,fshkxEDT-q4xa,22,38000,Rent,0.0,Education,C,3000,10.28,0,0.08,N,3
OpKqB1bj-HAot,tU3bF1AF-wpfX,"9cdLiRkS-74tZ",21,24000,Rent,2.0,Medical,C,5000,12.98,0,0.21,N,2
vTrxjZkh-MiiZ,nLBhk87d-ohDR,QEBw2AaH-y0Ne,23,96000,Rent,7.0,Education,A,7300,8.49,0,0.08,N,4
n6NzjruI-XQCR,xensBHle-7fFs,Wx0fymyx-vsN0,22,63500,Mortgage,3.0,Education,C,7000,11.02,0,0.11,N,2
fAn01oHS-1REw,AXKNv3jF-3Op7,C9EfdYOM-61QW,34,70000,Mortgage,7.0,Debtconsolidation,B,17000,11.14,1,0.24,N,8
M2wGHDfD-oXeo,oSghWqqg-NgCv,tOIywcYQ-3DvX,62,16800,Rent,0.0,Venture,A,2500,6.91,0,0.15,N,24
UrIm5fxv-SHZu,zES9jZDK-fLHo,"8RH41HfW-L3wP",47,33600,Mortgage,12.0,Personal,A,10000,5.42,0,0.3,N,12
CuqwOSvL-NdXW,LjwYUOFt-zMBU,"1iZARNLG-ejcd",27,15600,Rent,1.0,Homeimprovement,D,2250,18.25,1,0.14,N,6
"2XXshD8I-LxQr",X81e7BBo-tWyA,"6LooodcK-WsSy",27,30996,Rent,1.0,Medical,D,2600,14.74,1,0.08,N,5
"226cP8B1-rliF",slNJ5Bil-Ngbo,i8kYj97X-Oj5c,36,51000,Mortgage,4.0,Homeimprovement,B,4775,11.14,0,0.09,N,14
RIHQmv96-Xjok,uaEuiI6J-GFU7,wMK4KKGX-A3Qs,24,32000,Rent,2.0,Education,B,2000,10.59,1,0.06,N,3
"33dKLEQi-QvjJ",v61RgJCs-FkaS,"6qICDqLE-pyCT",27,75000,Mortgage,6.0,Medical,A,10000,5.79,0,0.13,N,7
B6NZK83T-Pw3y,FSmo1vwj-eCFE,Km3k3SQX-YyjL,23,34560,Rent,5.0,Debtconsolidation,D,9600,16.02,1,0.28,Y,3
D9bq5qxO-NvvT,"6HEghK4g-GlHO",zmYB8jcC-2XlO,25,48000,Own,0.0,Personal,B,6000,10.65,0,0.13,N,2
"2WMeopTK-Q14C",nOHPoCdB-0eqY,"68yZA2pw-kBrB",28,75000,Other,4.0,Venture,D,7200,15.05,0,0.1,Y,6
X2mPcYuN-7f4d,EbSjwyR3-JX6Z,"0EC8K9ch-LPwi",28,75000,Mortgage,6.0,"",C,10000,7.9,0,0.12,N,4
"4q1jr8zQ-330W",N9DImHn1-qYsx,EYNhTaRE-ekAe,32,83300,Rent,0.0,Medical,D,19600,17.19,1,0.2,Y,7
YjAWw1oC-SlJu,WcDHllqJ-2xFq,Waqmwb4K-8rUM,29,66024,Own,14.0,Education,B,5000,11.02,0,0.06,N,5
zOnBnHZ9-lnp2,UcZRa97r-MH8X,GsCoclP6-q72Q,24,43000,Rent,4.0,Medical,B,10000,9.63,0,0.23,N,3
d97x29ws-xw5g,tXG3NRfh-7Zh7,pGnefx0u-qxEr,24,49600,Mortgage,4.79,Homeimprovement,A,9590,16.82,1,0.1,Y,24
"0zn3KIyg-nuTG",RUiJbI5e-aqUx,JJf3jFHl-8JNd,25,78000,Mortgage,4.0,Debtconsolidation,B,2400,11.86,0,0.03,N,4
zlMjX2RY-KtnS,PWllpM3f-wP1d,CkJhKGIx-imcZ,22,65000,Rent,6.0,Debtconsolidation,C,16000,13.47,0,0.25,Y,3
AfTIP3Mw-IQv0,IBwQP6J3-WJSe,cwgOKaQL-heXG,29,140000,Mortgage,4.0,Medical,A,24000,7.88,0,0.17,N,5
"51p3nRNr-UEWy",tbUKLf52-y6AX,"0G9mmB8g-qTWH",32,104000,"",12.0,Venture,E,12000,14.54,0,0.27,"",2
maQyb1pC-hBHe,wLF9T3fl-CvB8,yzkRSiDm-LiIZ,37,70000,Rent,6.0,Homeimprovement,A,8400,7.49,0,0.12,N,15
FTYfloFZ-emgk,N9Qs0saP-9Qlc,Wh3xg0Kd-xOcp,42,32400,Rent,1.0,Debtconsolidation,D,8875,16.29,1,0.27,N,16
rzpxM2Ev-oNCo,bUCDjXWB-MZS5,SawQQOMz-P6pg,31,66000,Rent,0.0,Education,A,6000,11.02,0,0.09,N,5
sqjR4Xw7-iJUv,ifYFlGv1-a9D3,QloxChLO-Z5UB,32,60000,Rent,5.0,Medical,C,1925,12.29,0,0.03,Y,9
xv6mCYF5-fDJH,w3ahFAjZ-mZwC,XWUvdeuN-QyZ3,22,39996,Rent,4.0,Personal,C,3000,14.35,0,0.08,Y,3
"3LQM2HpP-5YbJ",rkpdWz2L-amE7,SNoirHYt-l6q8,28,90522,Mortgage,4.0,Debtconsolidation,A,12000,6.91,0,0.13,N,9
qUw5h1BA-2M4N,ooyWn5Pk-GTeP,XoGkrcQA-j9IP,23,95000,Rent,7.0,Debtconsolidation,D,6000,16.49,1,0.06,N,4
ZcKC2wCv-t3Po,MNguZA2k-jUph,znxKiYef-CGWC,28,32500,Mortgage,12.0,Education,A,5000,7.14,0,0.15,N,7
SWHmd4if-9CtY,"4IyJbsPE-uyoY",r5riGiYO-I7CD,23,46744,Rent,4.0,Education,D,8800,14.96,0,0.19,Y,3
lTyTud2F-49Tf,ItShCJr3-bFGD,oTsLklki-bWhO,22,57000,Mortgage,2.0,Medical,C,5950,13.49,0,0.1,Y,3
nIbkzddJ-QcWo,"4xv8Kdd4-vPhy","2binSoUm-k9sY",22,43200,Mortgage,1.0,Personal,D,8400,16.77,0,0.19,N,4
nRAi5OHL-cPCn,UpE7j369-K5TN,dtp8wo7S-nJmn,30,110000,Mortgage,0.0,Personal,B,12000,10.74,0,0.11,N,8
"5keeb9Io-EwoI","1WzUpYm7-rb3Z",zdr6Dv57-2mv6,26,19392,Rent,7.0,Debtconsolidation,C,1900,11.02,0,0.1,Y,3
SjzKt2vG-E6wD,YdTtcnpF-kE1o,bKfQdnb5-W59Y,28,140000,Mortgage,12.0,Venture,A,9000,5.99,0,0.06,N,9
pOxZuJQP-6LOL,NQ2PzAaI-726q,oDXgAwki-U75U,23,34482,Rent,7.0,Personal,B,7000,10.99,0,0.2,N,4
xOD09GfH-4D8t,"8mA4KwoW-ZSpy",DY8Eo6W5-ymsy,25,85000,Mortgage,7.0,Personal,C,5500,13.49,0,0.06,N,3
"0xsOkDpi-g3Hk","3Ay5ml6u-J0or",hLJ3Fbe0-yGpR,29,60000,Rent,2.0,Personal,C,12000,14.22,0,0.2,Y,6
NZ8nlWJg-iuJD,OkkYRAGS-Kkvg,OSrh9r1m-D2Jr,35,65000,Mortgage,4.79,Venture,A,6500,5.42,0,0.1,N,5
"1ooolPGP-E9f3",UBxYoYqe-LNbD,rP3uN8Ok-oZv5,24,76000,Mortgage,9.0,Debtconsolidation,B,20050,10.59,0,0.26,N,2
"8KBkcUbN-JuAh",zpmRTvB4-ihcc,PB99Wyxh-RNuv,37,90000,Mortgage,11.0,Debtconsolidation,B,22000,8.88,0,0.24,N,12
"7LBY4Tn7-efN8",UZZIZxOf-MRCZ,pzZNj7OT-4iOm,26,73000,Mortgage,3.0,Debtconsolidation,D,3000,11.02,,0.07,N,4
dyTjLo7d-kaU9,"3ST15IWr-iqtQ",jxD8A1kL-bagB,24,48000,Rent,8.0,Debtconsolidation,B,5000,9.99,0,0.1,N,4
m0WmiYfs-81Xn,MXzLe5pq-XbkX,"1IwH0IyK-v4sh",26,52000,Mortgage,6.0,Personal,B,3300,10.99,0,0.06,N,2
Bs9uwXon-4AOu,hN57kETt-r70p,"0UIB9Lhp-bMLh",32,84456,Rent,5.0,Debtconsolidation,B,10000,9.88,0,0.12,N,10
BzYOxf0b-RM0Q,xCUXBmKA-IdwH,F18NsgNX-ogGQ,25,69000,Mortgage,9.0,Venture,"",6000,11.02,0,0.2,Y,9
ttdwyElq-oADh,zyUiD4UM-uLLC,tuZFQs9I-q8O0,23,100000,Rent,4.0,Medical,B,2000,10.62,0,0.02,N,2
cryKDZlw-TKmH,eUBTTnrd-8Qci,"57I2m4S0-12Rq",28,26000,Own,3.0,Homeimprovement,A,2500,7.49,0,0.1,N,8
MBHzp2ER-1PwH,x9OkRaU9-TqlA,tk9mldFz-933p,21,40800,Rent,3.0,Medical,C,13000,13.57,1,0.32,Y,2
qm6iCYHR-U255,vOdysGE6-m79z,zu6UeRCf-LCW3,25,63000,Mortgage,9.0,Medical,A,20000,8.49,0,0.32,N,4
s0RROeH6-kFRY,"62JCpUKL-7n4t",CZ3WFhMg-F4nE,30,65000,Rent,3.0,Personal,C,10000,12.73,0,0.15,Y,6
EMa57tRA-jszz,JCT5Ohjp-vEZz,tNDMqUUv-cQ45,21,12000,Rent,1.0,Education,C,1000,13.98,0,0.08,N,2
"4jNvFz7v-70gF","2q4Q0yt5-eP9m",NzizcbxP-JSIy,27,72000,Own,2.0,Medical,A,10000,6.62,0,0.14,N,9
"7fOMmqRP-QxMa",u0RTEtpZ-IeTz,l9G7WAKs-73Xl,26,99100,Rent,2.0,Personal,A,7000,7.49,0,0.07,N,3
qhqrvHTb-RCPw,WUknrx80-fbsw,s3DpETSn-uGbb,36,126252,Rent,18.0,Medical,A,8000,7.14,0,0.06,N,11
qCbMQu5R-CBCf,NgdtJHy0-9LPm,hFIePSBW-ycyy,35,57600,Mortgage,19.0,Personal,A,2000,6.76,1,0.03,N,9
"50KkJYC9-blvt",wBU3cIvE-aqFL,aE5LqwWY-XnSJ,24,65000,Rent,4.0,Medical,B,10000,10.25,0,0.15,N,3
OFy3Q8CI-L3UM,YmsOXUFu-BTog,"8KAyfHW2-QEMh",22,50000,Mortgage,4.0,Education,A,5000,7.51,0,0.1,N,2
bE3fsZPo-cxF0,pP3rq0eS-yfg6,"8PwCFJay-EbHv",28,192000,Mortgage,8.0,Medical,B,20000,11.02,0,0.1,N,9
beJSre15-LLT8,IJkulCix-xwAl,XzYeMzy4-PyKa,26,45600,Rent,0.0,Medical,B,7000,9.99,0,0.15,N,3
fUO2E4iv-BCna,"623i41In-UfsD","3mLDO7WW-mnoQ",30,85000,Rent,5.0,Venture,D,5000,15.05,0,0.06,N,9
k44uHEDt-eCMc,EMXE6SaM-Bij1,DEsGF8Ax-K4lv,23,30000,Mortgage,2.0,Debtconsolidation,A,1400,6.03,0,0.05,N,4
BOvWAfDz-CDHa,q0xTHeUi-eyaz,PqQPZ9p5-Ox1X,26,34320,Rent,2.0,Education,A,9000,6.62,1,0.26,N,2
xqwlZEPX-kUy0,"7z6rcY40-rrDd","7ErP30uZ-fLv4",40,38004,Rent,2.0,Medical,B,5600,11.58,0,0.15,N,17
x6N48zJ5-OIMv,BT7rQKXg-mqmr,"1cSKAfIO-HT6I",31,55000,Rent,3.0,Homeimprovement,B,5000,12.18,0,0.09,N,8
u1xuvBKI-o8pM,S1Y2nZgd-t6vX,rcm0u59D-i7q2,22,30000,Mortgage,6.0,Venture,A,2000,5.42,0,0.07,N,2
TqMkt1FG-n6Oa,Xyppv91Z-69Pk,XiKZ4kpG-MQkv,26,78000,Mortgage,7.0,Venture,A,7200,6.62,0,0.09,N,4
"6vfPmChu-iHcT","7G2nTxYI-pFRt",RJZchcG0-rlhG,24,54000,Mortgage,8.0,Venture,D,1500,14.42,1,0.03,Y,2
Af6D9iZa-cOqL,uqKLAfKW-nAk0,"4atKuGoJ-vpH7",25,70000,Rent,1.0,Venture,A,5750,8.0,0,0.08,N,4
Nvnm9CTH-C7k2,IcetrJpU-E9fw,LkP2tik3-sSnx,28,127500,Mortgage,5.0,Medical,E,20000,17.04,1,0.13,Y,8
iiCR3mSt-3ith,gvJSAWxZ-B5YO,tHyzCvGU-aRkL,30,84300,Rent,4.0,Personal,B,12000,8.88,0,0.14,N,7
WajigemM-Z2Pt,LQUzorTR-UaZa,SvX5KNlE-PNjl,22,100000,Mortgage,4.0,Education,A,13500,11.02,0,0.14,N,4
tsjohFTZ-Mc1j,tft1Zdqe-M1RN,ygcOc37W-dT1C,38,48000,Mortgage,1.0,Personal,A,18000,8.49,0,0.38,N,11
"7jQcRTuX-F3Zw",JHIAZ1HI-Unmy,wWuoI3Ar-K1d1,23,42996,Mortgage,2.0,Venture,D,8500,11.02,0,0.2,Y,4
"0PAPNDD3-sNbr",ULI4Ilf6-dXqe,dabl6mkn-QqfY,24,66996,Mortgage,5.0,Education,B,10000,9.62,0,0.15,N,2
"18u90vul-Ud0R",Te29JxTb-LL95,"5dfawivK-2MS3",21,35000,Rent,5.0,Medical,A,9000,8.94,0,0.26,N,3
"3UuMz8iQ-yaxP",G8W8sBba-NQFN,cZ8Qoq97-Zawx,32,140304,Mortgage,8.0,Medical,A,20000,6.91,0,0.14,N,10
"58SzBJPX-2aPl",yCNoyWOm-D7ls,BPZKcC6o-r9ko,24,36000,Mortgage,3.0,Medical,C,8000,13.61,0,0.22,N,2
Uz8g9PGd-wstE,BH4wCvc0-e74L,YDMO3jIi-7SJj,24,85000,Mortgage,5.0,Homeimprovement,B,12000,11.14,0,0.14,N,3
bMh3qHrs-YnLZ,XZOMh8qj-SAr1,yjnuhQND-P5hz,30,19200,Mortgage,2.0,Homeimprovement,C,4750,13.61,1,0.25,Y,8
sG7Hwtsi-cmCb,haL4YNpq-Csdw,snMf67Os-vnZ2,23,57700,Mortgage,7.0,Personal,B,3500,10.65,0,0.06,N,4
sJZSh18j-7c2U,B3gzbOTP-2rYi,IF0w13tC-gZ9G,33,87895,Mortgage,4.0,Debtconsolidation,A,2800,7.14,0,0.03,N,9
ioJc1Xgw-YREJ,QrGDjpBI-cxpy,"4WQnSQcC-58kA",33,33996,Mortgage,4.0,Personal,A,10000,11.02,0,0.29,N,10
ZbHtwSD2-CR8F,AsPxzt9n-yKgC,"3mSbk0Sb-3Z1W",23,87000,Mortgage,5.0,Education,A,10000,7.29,0,0.11,N,4
YAdA848L-FfUL,j1EUwRip-Qc7B,"9bH4dIt3-cGWG",26,55000,Rent,4.79,Medical,A,9590,14.17,0,0.13,N,9
z0OlwYQD-rGQ1,eTj974Ep-vpMt,hI5tpuY7-21TF,28,84500,"",13.0,Homeimprovement,C,5000,13.48,0,0.1,"",10
GpYlfI6I-E5PZ,t000FCda-AWsy,AnLodx0w-SWCD,25,42000,Rent,2.0,Education,A,12000,7.9,0,0.29,N,4
jEhyjJDB-LWwQ,CQiNbjfC-Sd2q,ZTuRXqqU-WYs0,26,120000,Mortgage,8.0,Education,B,25000,9.76,0,0.21,N,3
GoutfaFO-5cz5,"2MYYwEGQ-P3mD",KqcvPcWh-e62Y,30,50400,Mortgage,7.0,Personal,A,3000,7.29,0,0.06,N,6
"3dIpUo5t-MFem",ZINUh7wN-Whym,pB3mBzS3-XBLy,30,60000,Mortgage,3.0,Debtconsolidation,A,4125,5.99,0,0.07,N,5
YbTzorxm-nZx0,O579nvfu-Gzr3,W6Stq6JQ-IvLk,36,135000,Rent,0.0,"","",6000,10.99,0,0.04,N,14
TARQDydQ-IfgK,uGHMc0r5-n3ca,"2kY8S8a9-dKQj",26,140000,Rent,2.0,Debtconsolidation,B,6000,11.36,0,0.04,N,4
Ae2Kzrz1-HWOb,rdDDQ4bw-FEBT,EfOboAsa-5Xn3,24,45000,Rent,0.0,Medical,C,5000,13.79,0,0.11,Y,2
"4y1mw5uX-hLSY",P3rY3WD1-i5N9,rUX0cm7d-i4L3,26,120000,Rent,3.0,Homeimprovement,A,5000,7.68,0,0.04,N,2
Irgl5vCX-R6Jn,mIAEMbtS-MErv,YU6CiH9Y-LOyb,40,52000,Mortgage,6.0,Homeimprovement,C,7000,14.65,1,0.13,N,14
RQ50rhZp-yXRM,DJu0kUXR-zZAZ,"3U5HgDb5-79vp",21,50400,Rent,4.0,Venture,D,8000,15.62,0,0.16,Y,2
DSH0ghIx-3A6n,"8SlTf8gj-6ZKM",wLFf4Tcg-iGoR,31,60000,Own,0.0,Education,B,24250,12.18,0,0.4,N,7
HSpD19um-FeRw,KGJYAGHW-MamU,GeyOKon9-SfgI,38,90000,Mortgage,9.0,Personal,C,14000,12.73,0,0.16,Y,12
UPhmbyH0-YLLo,JxuSu2KQ-BFYx,LPAAdj2E-LwH1,27,119000,Own,5.0,Education,A,5000,7.51,0,0.04,N,5
Wi37iIcS-S0Xg,jeEp6Nct-acZj,w1J5CzPt-OpAr,23,29120,Own,0.0,Medical,A,6400,8.94,0,0.22,N,4
MJrXjZPy-bryG,bwlXxQJp-GQJp,zCWW2sCv-HkN5,25,19404,Rent,0.0,Debtconsolidation,A,4000,8.63,1,0.21,N,3
DqMMbIW3-6ub9,CJeanO99-DnZ6,CgXHxe7I-aBJ5,21,25200,Rent,2.0,Education,A,6000,7.49,0,0.24,N,3
dNSZq830-gHTN,v6GjPLMl-wBjX,B85pA493-6TZM,22,56400,Rent,2.0,Homeimprovement,D,25000,14.96,1,0.44,Y,3
"2zyZbRgQ-nrxS","6wEgg5Wo-YSPU",PrDpA65Z-db0R,23,32000,Rent,4.0,Education,B,11000,9.91,1,0.34,N,3
Dwrs5Esv-ZWyU,eGyULPP2-9DB5,UXhLufOy-z7SN,23,61498,Mortgage,5.0,Personal,B,5000,11.36,0,0.08,N,2
bJFUTOrI-cTfM,G3Cc0S4u-fMSr,"7BaiuQSK-YovA",35,48000,Rent,7.0,Medical,A,8250,7.51,0,0.17,N,6
pOZZoy56-p7xK,"0iAhQHfw-AAoh",Bzd4tmjn-LC1U,28,131040,Mortgage,0.0,Medical,C,10000,13.35,0,0.08,Y,7
s30tUynm-m2mF,l3uOHPM5-Bdnb,D6KTz0cc-qGDU,28,150086,"",5.0,Medical,A,9590,10.75,1,0.36,N,7
kK84pG5G-JcSt,l4ln2Lpk-GFGv,"87MI9FvH-UUzk",31,78408,Mortgage,10.0,Venture,B,15000,12.18,0,0.19,N,8
hupCQ7Fj-1BtZ,"5a4bCFDk-Z8JX",Yjo5eDaS-Uipn,22,74000,Mortgage,6.0,Education,A,10000,7.88,0,0.14,N,2
mbODwxXA-q9pT,qgSOx2Qk-4oNK,YH7EwfI2-RSiO,22,110000,Mortgage,0.0,Education,A,12000,7.14,0,0.11,N,2
c5NSquQ9-eqo1,fNbxEffG-WSh6,t7HzyWdy-oqGY,40,150000,Mortgage,18.0,Medical,A,24000,6.62,0,0.16,N,14
wOx2HZCp-52cq,lYpnP4GJ-Zarb,xLp85QP4-bo2P,23,31200,Own,7.0,Education,B,6000,10.37,0,0.19,N,3
"572QIv5W-FL0P",b9Medcy1-noHw,H508Izuu-ahOn,30,51372,Rent,4.79,Homeimprovement,A,4500,6.39,0,0.09,N,7
YxRYgne9-CjwE,b9Sohwac-N5yL,Yh4rjGSM-o4aL,24,19200,Mortgage,4.79,Homeimprovement,A,7000,5.99,1,0.36,N,4
IqeFL5Pf-BLYM,"0aEhMG47-XTWT",Pz1NXlKU-kI40,24,82000,Other,2.0,Personal,A,14700,9.63,0,0.18,N,3
M0zMttNL-msM9,x9OnrzYF-tgk9,Dlur9fsv-QAyP,23,92004,Mortgage,7.0,Venture,B,24250,11.12,0,0.26,N,4
afkEgaQB-EYd0,kJk8Hu4J-6JJa,owCI15bh-w57s,40,30996,Rent,2.0,Medical,C,1500,13.72,1,0.05,Y,14
Uxv9oZw3-DcNy,t2GviEws-k9zJ,GjJLGenB-kESg,24,32000,Rent,8.0,Debtconsolidation,C,12000,12.87,1,0.38,Y,2
w514hMSu-D8KJ,hAberCcb-LSbW,"1cfg0YrT-N0XH",23,45000,Rent,2.0,Education,C,1700,14.72,0,0.04,N,2
iq7ZTiXP-4yNL,SXuLwxyg-jyum,BNiBMUBa-xMI5,24,110000,Rent,0.0,Personal,B,6000,11.02,0,0.05,N,4
Y2cToPr0-q8Lt,QiWYZMnB-Ulkh,"7xG0dIoa-6gqe",52,163000,Mortgage,9.0,Personal,D,25000,14.11,1,0.15,N,30
CczI2mvJ-Y7QK,XRUqqJKy-1vXd,ekyDWMQO-HcD6,39,45000,Mortgage,2.0,Personal,A,3000,7.9,0,0.07,N,15
SQS1Dg2N-ZvtH,nUYl5hlH-c5xi,NH9rF1N6-ZGM6,32,55000,Rent,0.0,Personal,B,8000,10.0,0,0.15,N,9
sKvacgx2-C0AY,z0Dckh5D-9cmQ,B6E81Kof-5vgZ,22,88812,Mortgage,6.0,Education,D,29000,15.65,0,0.33,N,2
shQm29Ij-fUv0,p2KoGWEF-nv51,bogAXCJi-NkG9,31,24000,Own,4.0,Medical,D,2500,11.02,0,0.1,Y,7
rfAt82wN-ynEP,"5ZdLM3dy-IWAG","8XW4hiBK-NqN7",34,48000,Rent,4.0,Venture,B,3000,11.83,0,0.06,N,10
"9aW0IQkR-8Pr2","9kfs0mtL-IKpr",ZHX5Knei-1ixs,25,62000,Rent,9.0,Debtconsolidation,A,7000,7.49,0,0.11,N,4
qAY3gDDY-kSKA,"2MAXYSkI-qXfm",alpvFPdY-qfjf,29,68000,Rent,1.0,Education,B,10000,10.65,0,0.15,N,5
iNmWlaMy-5Q0d,kwuCvPwK-xRCP,sae5nl4Z-B0qX,24,86400,Mortgage,8.0,Personal,C,16200,11.02,0,0.19,N,4
qr1nxuu4-c9XI,fcspLL4u-G5nj,thpSRBBP-pSlb,37,26400,Rent,5.0,Education,A,1500,6.91,0,0.06,N,17
zBW9r0vL-mIZp,maATPdq4-DSnv,"9uG4dDxI-YTos",33,78000,Rent,7.0,Homeimprovement,C,10000,13.06,1,0.13,Y,9
PalwI1Ol-yvtF,GgHy2C2h-N8ae,"4lvygoTE-B6Dh",31,168000,Mortgage,6.0,Venture,C,25000,13.06,0,0.15,N,5
mF77zvPm-3bif,bZtByRde-GKqy,Adss2W0e-jsCj,24,71040,Rent,1.0,Venture,A,13100,7.49,0,0.18,N,2
